License Number,Community Name, Street Address,City,Zip Code,Case Number,Longitude,Latitude,First Inspection Date,Next Inspection Date,Inspection Frequency,Compliant,Unit Count,Units Inspected,Average Violations Per Unit,Severity Index,No Violations Observed,Infested Units Percentage,Units with Mold,Analysis Rating,Location
136864,Stonecreek Club Apartments,12840 LOCBURY CIR,GERMANTOWN,20874,175588,0,0,5/9/23,,,0,240,68,1.16,1.31,26,0,0,compliant,"(0.0, 0.0)"
105377,"New Hampshire Avenue, 17800",17800 NEW HAMPSHIRE AVE,ASHTON,20861,177641,-77.01123745,39.1475129,2/16/23,,3,1,2,0,0,0,0,0,0,TBD,"(39.1475, -77.0112)"
17569,Victoria Apartment,10416 Fawcett St,Kensington,20895,177512,-77.07397418,39.0269891,3/10/23,,3,1,10,11,0.9,0.54,6,0,0,compliant,"(39.027, -77.074)"
17241,Highland House,5480 Wisconsin Ave,Chevy Chase,20815,178102,-77.08751143,38.96321355,8/17/23,,3,1,391,87,0.9,1.01,39,0,0,compliant,"(38.9632, -77.0875)"
116707,The Morgan,12000 Chase Crossing Cir,Rockville,20852,177055,-77.12021401,39.05456657,3/3/23,,2,1,127,35,1.48,1.25,13,0,0,compliant,"(39.0546, -77.1202)"
17170,Camp Hill Square,17825 Washington Grove Ln,Gaithersburg,20877,159467,-77.16808843,39.14843026,2/12/20,,2,1,50,52,2.67,1.39,12,0.07,0.07,at-risk,"(39.1484, -77.1681)"
17188,Blair Plaza,1401 Blair Mill Rd,Silver Spring,20910,174501,-77.03126675,38.99044937,12/6/22,,3,1,330,75,0.21,0.23,63,0,0,compliant,"(38.9904, -77.0313)"
17428,Stratford Terrace,9061 Manchester Rd,Silver Spring,20901,177533,0,0,3/8/23,,2,1,19,21,3.76,2.04,1,0.14,0.04,troubled,"(0.0, 0.0)"
17316,"Quebec Terrace, 1027-1029",1027 Quebec Ter,Silver Spring,20903,178082,-76.98950173,38.99936658,4/10/23,,1,1,8,5,4.8,1.54,0,0,0,troubled,"(38.9994, -76.9895)"
17524,"Dale Drive, 529",529 Dale Dr,Silver Spring,20910,174518,-77.01739329,39.00077886,9/6/22,,3,1,9,7,0.57,0.57,3,0,0,compliant,"(39.0008, -77.0174)"
17571,Knights Bridge I I,13516 Greencastle Ridge Ter,Burtonsville,20866,178096,-76.93022931,39.07880368,4/12/23,,3,1,207,51,1.98,1.63,11,0.01,0,at-risk,"(39.0788, -76.9302)"
17305,Silver Spring/Nolte II,610 Silver Spring Ave,Silver Spring,20910,174520,-77.01358075,38.99191622,9/1/22,,3,1,15,15,0.26,0.44,11,0,0,compliant,"(38.9919, -77.0136)"
17383,Halpine Hamlet,5501 Halpine Pl,Rockville,20851,175472,-77.11324903,39.06549049,10/6/22,,3,1,67,19,0.73,0.87,12,0,0,compliant,"(39.0655, -77.1132)"
17460,"Garland Avenue, 7909",7909 Garland Ave,Takoma Park,20912,177027,-76.9982233,38.98922072,1/20/23,,1,1,3,5,1,2.2,2,0.4,0,troubled,"(38.9892, -76.9982)"
17300,Fields Of Bethesda,5079 Bradley Blvd,Bethesda,20815,177571,-77.10036396,38.97784915,4/10/23,,3,0,369,123,1.6,2.21,20,0.06,0,at-risk,"(38.9778, -77.1004)"
134574,Sawyer Flats,9806 MAHOGANY DR,GAITHERSBURG,20878,177578,0,0,4/4/23,,,0,648,153,0.91,0.9,82,0.01,0,compliant,"(0.0, 0.0)"
17603,"Greenwood Avenue, 8401",8401 Greenwood Ave,Takoma Park,20912,175471,-77.00096053,38.9941081,11/2/22,,3,1,6,7,0.57,1.07,4,0,0,compliant,"(38.9941, -77.001)"
84458,PerSei,900 Persei Pl,Rockville,20852,177052,-77.11680518,39.04983394,3/10/23,,3,1,174,43,1.06,1.19,14,0.02,0,compliant,"(39.0498, -77.1168)"
17598,"Schrider Street, 8201",8201 Schrider St,Silver Spring,20910,175473,-77.01415782,38.99227859,10/11/22,,3,1,11,10,0.4,1.6,2,0,0,at-risk,"(38.9923, -77.0142)"
90462,"Plymouth Street, 8705",8705 Plymouth St,Silver Spring,20901,175582,-77.00741386,38.99933294,10/6/22,,2,1,6,6,0,0,6,0,0,compliant,"(38.9993, -77.0074)"
17539,Victory Forest Apartments,10000 Brunswick Ave,Silver Spring,20910,174577,-77.0572447,39.01991734,9/15/22,,3,1,181,45,0,0,47,0,0,compliant,"(39.0199, -77.0572)"
17201,"Schrider Street, 8221",8221 Schrider St,Silver Spring,20910,174576,-77.01447464,38.99295949,9/16/22,,3,1,4,4,0,0,4,0,0,compliant,"(38.993, -77.0145)"
44851,Barrington Apartments,1901 East West Hwy,Silver Spring,20910,177012,-77.04249468,38.99826288,6/14/23,,3,1,415,104,1.77,1.84,21,0.08,0,at-risk,"(38.9983, -77.0425)"
17463,"Garland Avenue, 8302",8302 Garland Ave,Takoma Park,20912,177503,-77.00059457,38.99316631,3/14/23,,3,1,6,6,3.83,2.13,0,0,0,troubled,"(38.9932, -77.0006)"
38226,Corrigan Square,8511 Snouffer School Rd,Gaithersburg,20879,177423,-77.17521086,39.16834027,3/8/23,,3,1,106,5,0.8,2.2,2,0,0,at-risk,"(39.1683, -77.1752)"
17172,Twin Towers,1110 Fidler Ln,Silver Spring,20910,174564,-77.02924616,38.99626529,9/8/22,,3,1,345,82,0.54,0.71,56,0,0.01,compliant,"(38.9963, -77.0292)"
13612,"Spencerville Road, 2215",2215 Spencerville Rd,Spencerville,20868,178083,-76.96577038,39.11578007,4/13/23,,1,1,2,2,3.5,2.5,0,0,0,troubled,"(39.1158, -76.9658)"
17158,Arcola Towers,1135 University Blvd W,Silver Spring,20902,177514,-77.02869574,39.03634752,3/9/23,,3,1,141,35,0.22,0.09,32,0,0,compliant,"(39.0363, -77.0287)"
17650,"Glen, The",2399 Jones Ln,Silver Spring,20902,175477,-77.04987524,39.05365307,10/25/22,,3,1,90,23,2.43,1.62,2,0.08,0,troubled,"(39.0537, -77.0499)"
78103,2201 Spencerville Road,2201 Spencerville Rd,Spencerville,20868,177643,-76.96639421,39.11586534,3/17/23,,3,1,3,0,0,0,0,0,0,TBD,"(39.1159, -76.9664)"
17280,Sligo Terrace Apartments,8800 Manchester Rd,Silver Spring,20901,175572,-77.01026067,39.0003651,10/13/22,,2,1,54,15,2.86,2.74,0,0.13,0,troubled,"(39.0004, -77.0103)"
17295,Silver Spring House Apartments,555 Thayer Ave,Silver Spring,20910,175591,-77.01663517,38.99424419,11/9/22,,2,1,80,21,1.66,1.09,9,0.14,0,compliant,"(38.9942, -77.0166)"
17157,Nob Hill Apartments,9120 Piney Branch Rd,Silver Spring,20903,176707,-76.98916514,39.0008628,1/26/23,,3,1,396,96,2.47,1.57,25,0.11,0.02,troubled,"(39.0009, -76.9892)"
17974,Ken-Mil Apartments,9119 Manchester Rd,Silver Spring,20901,175968,-77.01170752,39.0043627,11/8/22,,1,1,66,17,2.52,1.82,4,0,0.05,troubled,"(39.0044, -77.0117)"
17589,Seneca Club Apartment,18065 Cottage Garden Dr,Germantown,20874,177053,-77.27728608,39.15318242,2/2/23,,3,1,378,88,1.01,1.73,28,0,0.02,at-risk,"(39.1532, -77.2773)"
17644,Drings Reach,3407 Robey Ter,Silver Spring,20904,177602,-76.93852234,39.08294004,3/16/23,,3,1,105,26,0.34,0.32,19,0,0,compliant,"(39.0829, -76.9385)"
17234,Paddington Square,8800 Lanier Dr,Silver Spring,20910,174502,-77.04847773,39.00027589,9/23/22,,3,1,165,53,2.88,2.03,6,0.05,0.24,troubled,"(39.0003, -77.0485)"
106762,Cider Mill,18205 LOST KNIFE CIR,MONTGOMERY VILLAGE,20886,177646,-77.20323491,39.15717753,6/6/23,,3,0,861,842,3.56,1.8,86,0.13,0.05,troubled,"(39.1572, -77.2032)"
139633,The Galaxy Apartments,8025 13TH ST,SILVER SPRING,20910,175579,0,0,11/1/22,,,0,195,97,0.65,0.94,54,0.03,0,compliant,"(0.0, 0.0)"
17527,Montgomery Club V,204 Water St,Gaithersburg,20877,175485,-77.20476446,39.13628373,10/25/22,,2,1,47,21,0,0,24,0,0,compliant,"(39.1363, -77.2048)"
17789,"Dale Drive, 523",523 Dale Dr,Silver Spring,20910,174519,-77.01729464,39.00038075,12/15/22,,3,1,4,2,0.5,0,2,0,0,compliant,"(39.0004, -77.0173)"
17352,"Garland Avenue, 8309",8309 Garland Ave,Takoma Park,20912,177505,-77.00009143,38.99370998,3/9/23,,3,1,6,6,0,0,6,0,0,compliant,"(38.9937, -77.0001)"
17570,"Quebec Terrace, 1010",1010 Quebec Ter,Silver Spring,20903,176676,-76.98941207,39.00025525,1/13/23,,1,1,14,5,1.2,3,0,0,0.2,troubled,"(39.0003, -76.9894)"
17493,"Kennebec Avenue, 811",811 Kennebec Ave,Takoma Park,20912,177580,-76.99983812,38.99022843,7/14/23,,3,1,1,1,1,1,0,0,0,compliant,"(38.9902, -76.9998)"
126293,8802 BRADFORD RD,8802 BRADFORD RD,SILVER SPRING,20901,175597,0,0,11/9/22,,,0,6,7,0.42,0.85,5,0,0,compliant,"(0.0, 0.0)"
17979,"Avondale Street, 4527",4527 Avondale St,Bethesda,20814,175585,-77.09346069,38.98629768,11/23/22,,2,1,4,0,0,0,0,0,0,TBD,"(38.9863, -77.0935)"
50688,"Garland Avenue, 8304",8304 Garland Ave,Takoma Park,20912,178078,-77.00061569,38.99335579,4/27/23,,1,1,6,8,2.5,2.35,0,0.5,0,troubled,"(38.9934, -77.0006)"
116970,The George,11141 GEORGIA AVE,SILVER SPRING,20902,178109,0,0,6/14/23,,,0,194,42,0.52,0.3,37,0,0,compliant,"(0.0, 0.0)"
17317,Woodfield Apartments LLC,23901 Woodfield Rd,Gaithersburg,20882,178111,-77.19298525,39.24942411,4/14/23,,3,1,4,4,1.25,1,2,0,0,compliant,"(39.2494, -77.193)"
17627,Timberlawn Crescent,5707 Luxemburg St,Rockville,20852,177518,-77.11549242,39.03038302,4/18/23,,3,1,107,27,0.14,0.22,23,0,0,compliant,"(39.0304, -77.1155)"
17303,Belvedere,2107 Belvedere Blvd,Silver Spring,20902,178085,-77.04491447,39.01947132,5/30/23,,1,1,93,89,2.43,1.14,28,0.1,0.03,at-risk,"(39.0195, -77.0449)"
17421,Blair Park Gardens,7700 Blair Rd,Takoma Park,20912,178086,-77.02397801,38.98315026,5/24/23,,1,1,74,70,1.82,1.18,20,0.01,0,compliant,"(38.9832, -77.024)"
17802,Stewartown Homes,9310 Merust Ln,Gaithersburg,20879,176708,-77.19257593,39.17842681,1/10/23,,3,1,94,13,0,0,13,0,0,compliant,"(39.1784, -77.1926)"
17002,"Nolte Avenue, 8212",8212 Nolte Ave,Silver Spring,20910,175577,-77.01353875,38.99323142,11/28/22,,2,1,2,0,0,0,0,0,0,TBD,"(38.9932, -77.0135)"
17016,"Garland Avenue, 8103",8103 Garland Ave,Takoma Park,20912,177531,-76.99887059,38.99078029,3/9/23,,3,1,1,1,0,0,1,0,0,compliant,"(38.9908, -76.9989)"
17643,Lenox Park,1400 East West Hwy,Silver Spring,20910,177048,-77.03339681,38.99370522,2/22/23,,3,0,407,101,1.25,0.95,53,0.01,0,compliant,"(38.9937, -77.0334)"
31124,Pond Ridge,18100 Pond Ridge Ct,Olney,20832,160128,-77.05019578,39.15563236,9/29/20,,3,1,40,0,0,0,0,0,0,TBD,"(39.1556, -77.0502)"
17167,Randolph Square,5307 Randolph Rd,Rockville,20852,177637,-77.10541038,39.05446025,3/23/23,,3,1,118,34,0.91,1.2,17,0,0.02,compliant,"(39.0545, -77.1054)"
17362,Park Montgomery,8860 Piney Branch Rd,Silver Spring,20903,175589,-76.99167459,39.00048055,11/8/22,,2,1,143,21,0.76,0.45,14,0,0,compliant,"(39.0005, -76.9917)"
61121,Wentworth House Apartments,5411 Mcgrath Blvd,Rockville,20852,176702,-77.10893141,39.04962189,1/31/23,,3,1,312,71,0.33,0.64,51,0,0,compliant,"(39.0496, -77.1089)"
17583,"Howard Avenue, 3738",3738 Howard Ave,Kensington,20895,174514,-77.07324577,39.02722568,10/17/22,,3,1,6,2,0,0,0,0,0,compliant,"(39.0272, -77.0732)"
17312,"Quebec Terrace, 1008",1008 Quebec Ter,Silver Spring,20903,177647,0,0,5/10/23,,1,1,14,11,6.36,2.22,0,0.27,0.09,troubled,"(0.0, 0.0)"
17683,"Plymouth Street, 8803",8803 Plymouth St,Silver Spring,20901,178074,-77.00697064,39.00063167,3/22/23,,2,1,6,6,0.66,0.83,4,0,0,compliant,"(39.0006, -77.007)"
17462,"Flower Avenue, 7905",7905 Flower Ave,Takoma Park,20912,177527,-77.0006966,38.98885006,3/14/23,,2,1,3,5,0.6,1,2,0,0,compliant,"(38.9889, -77.0007)"
85492,Aurora Apartments At North Bethesda Center,5401 Mc Grath Blvd,Rockville,20852,176730,-77.10835668,39.04903286,2/1/23,,3,1,341,73,0.15,0.27,62,0,0,compliant,"(39.049, -77.1084)"
17313,"Flower Avenue, 8207",8207 Flower Ave,Takoma Park,20912,175957,-77.00175912,38.9917358,10/27/22,,2,1,5,6,0.66,1.25,3,0,0,compliant,"(38.9917, -77.0018)"
17604,"Greenwood Avenue, 8206",8206 Greenwood Ave,Takoma Park,20912,174524,-77.00095342,38.99176049,9/20/22,,3,1,6,6,0.33,0.66,4,0,0,compliant,"(38.9918, -77.001)"
90468,10111 Darnestown Road,10111 Darnestown Rd,Rockville,20850,177610,-77.2081312,39.0980391,3/13/23,,3,1,1,2,0.5,0.5,1,0,0,compliant,"(39.098, -77.2081)"
105435,AHC Bucknell LLC,11500 BUCKNELL DR,SILVER SPRING,20902,178084,-77.04674329,39.04355684,5/18/23,,1,0,40,44,4.02,1.88,4,0.15,0.06,troubled,"(39.0436, -77.0467)"
118836,Yorkshire Apartments,11401 July Dr,Silver Spring,20904,177632,-76.98171871,39.04160138,3/29/25,,3,1,326,62,2.32,2,11,0.08,0.06,troubled,"(39.0416, -76.9817)"
126287,8800 PLYMOUTH ST,8800 PLYMOUTH ST,SILVER SPRING,20901,175971,0,0,11/9/22,,,0,6,6,0.5,0.55,4,0,0,compliant,"(0.0, 0.0)"
17508,"Thayer Avenue, 810",810 Thayer Ave,Silver Spring,20910,175973,-77.02301721,38.99271923,11/29/22,,1,1,3,4,3.75,1.4,0,0,0,at-risk,"(38.9927, -77.023)"
17488,"Silver Spring Avenue, 601",601 Silver Spring Ave,Silver Spring,20910,174570,-77.01354569,38.99249283,9/1/22,,3,1,4,5,2.6,1.93,1,0.2,0,troubled,"(38.9925, -77.0135)"
17495,"Long Branch Parkway, 7916",7916 Long Branch Pkwy,Takoma Park,20912,177614,-76.99678789,38.98803457,3/1/23,,3,1,3,4,0.75,1.5,2,0,0,compliant,"(38.988, -76.9968)"
65106,The Cameron,8710 Cameron St,Silver Spring,20910,178091,-77.02887794,38.99928292,5/17/23,,3,1,324,66,0.63,1,32,0,0,compliant,"(38.9993, -77.0289)"
17622,Somerset Apartments,3115 Hewitt Ave,Silver Spring,20906,174575,-77.06242536,39.08007551,9/27/22,,3,1,99,26,0.15,0.3,22,0,0,compliant,"(39.0801, -77.0624)"
112472,Woodvale,13831 Castle Blvd,Silver Spring,20904,174579,-76.94411233,39.082255,11/28/22,,3,1,376,108,3.04,1.87,14,0.1,0.01,troubled,"(39.0823, -76.9441)"
17709,Crystal Springs,14301 Georgia Ave,Silver Spring,20906,175955,-77.07807864,39.09121032,11/29/22,,1,1,435,420,1.98,1.46,122,0.08,0,compliant,"(39.0912, -77.0781)"
17442,"Greenwood Avenue, 8520",8520 Greenwood Ave,Takoma Park,20912,175466,-77.00212166,38.99647761,11/2/22,,3,1,3,3,1.33,1,1,0,0,compliant,"(38.9965, -77.0021)"
17266,Pooks Hill Towers,3 Pooks Hill Rd,Bethesda,20814,174494,-77.10548046,39.01383783,8/31/22,,3,1,239,57,0.84,1.08,27,0,0,compliant,"(39.0138, -77.1055)"
18570,8600 Apartments,8600 16Th St,Silver Spring,20910,174578,-77.04081339,38.99931505,9/20/22,,3,1,172,87,1.73,1.58,23,0.05,0.02,at-risk,"(38.9993, -77.0408)"
17575,Sandy Spring Meadows,1 Branchwood Ct,Sandy Spring,20860,177639,-77.02511362,39.15094549,4/3/23,,3,1,55,12,2.16,1.84,0,0,0.08,troubled,"(39.1509, -77.0251)"
126276,"Garland Avenue, 8311",8311 GARLAND AVE,TAKOMA PARK,20912,175584,0,0,11/9/22,,,0,6,0,0,0,0,0,0,TBD,"(0.0, 0.0)"
18231,"Houston Avenue, 809",809 Houston Ave,Takoma Park,20912,175967,-77.00080212,38.99107136,12/25/22,,2,1,2,3,1.33,2.25,0,0,0,at-risk,"(38.9911, -77.0008)"
17171,Cambridge Square,4901 Battery Ln,Bethesda,20814,177013,-77.09912375,38.99315175,5/15/23,,3,1,87,24,1.45,1.25,8,0,0,compliant,"(38.9932, -77.0991)"
17553,Shady Grove Apartments,16125 Crabbs Branch Way,Derwood,20855,176698,-77.15700506,39.11979875,1/18/23,,3,1,144,35,0.57,0.71,24,0,0,compliant,"(39.1198, -77.157)"
48102,Willow Manor At Colesville,601 Randolph Rd,Silver Spring,20904,174566,-77.02073589,39.06630748,8/25/22,,3,1,83,18,0.44,0.55,14,0,0,compliant,"(39.0663, -77.0207)"
17165,Strathmore House,3004 Bel Pre Rd,Silver Spring,20906,178106,-77.06127806,39.09098539,4/20/23,,3,1,210,58,2.34,1.68,11,0.01,0,troubled,"(39.091, -77.0613)"
65240,Barclay Development Corp,4716 Bradley Blvd,Chevy Chase,20815,177630,-77.09329101,38.97760488,3/30/23,,3,1,74,20,1,0.86,10,0.05,0,compliant,"(38.9776, -77.0933)"
17610,"Glenville Road, 8802",8802 Glenville Rd,Silver Spring,20901,177509,-76.99737853,38.99982737,2/27/23,,3,1,4,5,1.2,2.72,1,0,0,at-risk,"(38.9998, -76.9974)"
17594,Montclair Apartments LP,3525 Sheffield Manor Ter,Silver Spring,20904,177515,-76.9339077,39.08013913,4/11/23,,3,1,256,71,0.83,0.83,45,0,0,compliant,"(39.0801, -76.9339)"
28784,"Grand, The",5801 Nicholson Ln,Rockville,20852,178093,-77.11391794,39.04552334,5/16/23,,3,1,552,141,0.75,0.58,95,0,0,compliant,"(39.0455, -77.1139)"
17680,Kensington Gardens,3403 University Blvd W,Kensington,20895,176710,-77.06836713,39.03526564,1/12/23,,3,1,54,15,0.8,0.88,7,0,0.06,compliant,"(39.0353, -77.0684)"
16955,Courts Of Madison I,700 Sligo Ave,Silver Spring,20910,175478,-77.01671877,38.9903947,10/17/22,,3,1,38,39,1.51,1.18,14,0,0,compliant,"(38.9904, -77.0167)"
17198,Bradley View,4743 Bradley Blvd,Chevy Chase,20815,176699,-77.09422812,38.97868591,1/25/23,,3,1,34,9,0.77,0.47,7,0,0,compliant,"(38.9787, -77.0942)"
17823,"Glenville Road, 8806",8806 Glenville Rd,Silver Spring,20901,175576,-76.99725183,39.00002504,12/14/22,,2,1,8,9,1.22,1.69,1,0,0,at-risk,"(39.0, -76.9973)"
34400,"Lewis Drive, 10325",10325 Lewis Dr,Damascus,20872,178092,-77.21479232,39.28992934,4/12/23,,3,1,2,2,2,0,2,0,0,compliant,"(39.2899, -77.2148)"
17306,"Bonifant Street, 937",937 Bonifant St,Silver Spring,20910,174517,-77.02526948,38.99422068,8/11/22,,3,1,2,2,2.5,2.4,0,0,0,troubled,"(38.9942, -77.0253)"
17977,Barbizon Apartments,735 Sligo Ave,Silver Spring,20910,175586,-77.0197621,38.99067429,11/22/22,,2,1,74,20,1.65,1.55,7,0,0.25,troubled,"(38.9907, -77.0198)"
17741,"Avondale Street, 4516-4518",4516 Avondale St,Bethesda,20814,176686,-77.0930275,38.98592182,1/13/23,,1,1,5,0,0,0,0,0,0,TBD,"(38.9859, -77.093)"
17693,"Greenwood Avenue, 7815",7815 Greenwood Ave,Takoma Park,20912,175961,-76.99938075,38.98811971,11/9/22,,1,1,6,8,2.5,2.35,0,0.12,0.12,troubled,"(38.9881, -76.9994)"
50131,"Flower Avenue, 8407",8407 Flower Ave,Takoma Park,20912,176684,-77.00195621,38.99454466,1/3/23,,2,1,1,0,0,0,0,0,0,TBD,"(38.9945, -77.002)"
18151,Strathmore Apartments #2,7039 Strathmore St,Chevy Chase,20815,175609,-77.09298424,38.97976874,10/4/22,,3,1,4,4,0,0,4,0,0,compliant,"(38.9798, -77.093)"
17265,Friendly Gardens,2423 Lyttonsville Rd,Silver Spring,20910,175960,-77.05041394,39.00002645,11/22/22,,3,1,85,59,2.06,1.25,22,0.08,0.03,at-risk,"(39.0, -77.0504)"
95496,Paramount Properties Apartments,1004 Houston Ave,Takoma Park,20912,174500,-76.9990254,38.99188408,9/16/22,,3,1,4,6,1.83,1.53,2,0,0,at-risk,"(38.9919, -76.999)"
17972,Rock Creek Woods,13206 Twinbrook Pkwy,Rockville,20851,177634,-77.11331262,39.07190466,3/28/23,,3,1,257,62,1.08,1.34,26,0.01,0,compliant,"(39.0719, -77.1133)"
17335,"Glenville Road, 8811",8811 Glenville Rd,Silver Spring,20901,178081,-76.99643901,39.00007171,4/26/23,,1,1,7,9,1.55,1.38,2,0,0,compliant,"(39.0001, -76.9964)"
17528,"Flower Avenue, 8601",8601 Flower Ave,Takoma Park,20912,175958,-77.00285001,38.99674941,10/24/22,,2,1,4,6,1.83,1.66,2,0,0.16,at-risk,"(38.9967, -77.0029)"
17470,"Flower Avenue, 8605 & 8607",8605 Flower Ave,Takoma Park,20912,175959,-77.0028817,38.99686747,11/21/22,,1,1,6,5,4.6,2.17,0,0,0,troubled,"(38.9969, -77.0029)"
125165,The Crest on Hampton Hollow,3408 HAMPTON HOLLOW DR,SILVER SPRING,20904,178107,0,0,4/18/23,,,0,240,41,0.53,0.45,30,0.02,0,compliant,"(0.0, 0.0)"
18221,"Greenwood Avenue, 8105",8105 Greenwood Ave,Takoma Park,20912,174523,-76.99991554,38.9907913,9/20/22,,3,1,6,6,0.33,0.33,4,0,0,compliant,"(38.9908, -76.9999)"
17457,"Greenwood Avenue, 8107",8107 Greenwood Ave,Takoma Park,20912,175464,-77.00002457,38.9909066,10/11/22,,3,1,5,5,0,0,5,0,0,compliant,"(38.9909, -77.0)"
17943,Greenwood Mews,8211 Greenwood Ave,Takoma Park,20912,175966,-77.00074237,38.99255402,11/14/22,,2,1,1,0,0,0,0,0,0,TBD,"(38.9926, -77.0007)"
17767,"Patterson Court, 306",306 Patterson Ct,Takoma Park,20912,177611,-76.99664366,38.98751562,3/6/23,,3,1,5,7,0.42,1.07,2,0,0,compliant,"(38.9875, -76.9966)"
17355,Carroll Apartments,8733 Carroll Ave,Silver Spring,20903,175592,-76.99050305,38.99901977,10/11/22,,1,1,52,16,2.25,2.31,1,0.06,0,troubled,"(38.999, -76.9905)"
108674,"8809 PLYMOUTH STREET, LLC",8809 PLYMOUTH ST,SILVER SPRING,20901,176728,-77.00671033,39.00113415,1/13/23,,3,1,6,0,0,0,0,0,0,TBD,"(39.0011, -77.0067)"
17543,Ken Gar,10719 Shaftsbury St,Kensington,20895,176691,-77.0773898,39.03129215,1/11/23,,3,1,19,18,3.72,1.68,2,0,0.05,troubled,"(39.0313, -77.0774)"
118934,The Flats at Columbia Pike,11556 February Cir,Silver Spring,20904,176711,-76.97689723,39.04685913,1/17/23,,3,1,528,53,0.54,0.55,36,0.01,0,compliant,"(39.0469, -76.9769)"
17617,Oaks At Four Corners,321 University Blvd W,Silver Spring,20901,177051,-77.01722685,39.02354112,2/22/23,,3,1,120,28,0,0,28,0,0,compliant,"(39.0235, -77.0172)"
92816,"Garland Avenue, 8104",8104 Garland Ave,Takoma Park,20912,176690,-76.99959886,38.9908956,1/6/23,,3,1,1,1,0,0,1,0,0,compliant,"(38.9909, -76.9996)"
17166,Triangle Towers,4853 Cordell Ave,Bethesda,20814,177058,-77.0974307,38.99011244,3/21/23,,3,1,258,59,0.88,0.77,38,0,0,compliant,"(38.9901, -77.0974)"
17000,"Bradford Road, 8714",8714 Bradford Rd,Silver Spring,20901,174525,-77.00680521,38.9997503,10/4/22,,3,1,6,2,1.5,1.33,0,0,0,compliant,"(38.9998, -77.0068)"
17536,Damascus Gardens,9829 Bethesda Church Rd,Damascus,20872,175480,-77.20435052,39.28327526,11/30/22,,2,1,104,27,0.03,0,27,0,0,compliant,"(39.2833, -77.2044)"
17513,"Hampden Street, 4010",4010 Hampden St,Kensington,20895,176701,-77.08089687,39.03205581,12/27/22,,3,1,12,14,1.71,1.9,2,0,0,at-risk,"(39.0321, -77.0809)"
17445,Highland House West,4450 Park Ave S,Chevy Chase,20815,175476,-77.08843939,38.96280372,11/2/22,,3,1,309,73,0.3,0.89,47,0,0,compliant,"(38.9628, -77.0884)"
17690,"Nolte Avenue, 8207",8207 Nolte Ave,Silver Spring,20910,176687,-77.01291603,38.99336056,1/12/23,,2,1,7,6,1.16,1.3,1,0,0,compliant,"(38.9934, -77.0129)"
17535,"Glenville Road, 8808",8808 Glenville Rd,Silver Spring,20901,177510,-76.99714625,39.0001129,2/27/23,,3,1,4,5,1.4,2.7,2,0,0,at-risk,"(39.0001, -76.9971)"
17443,Foxhall Apartments,8715 Piney Branch Rd,Silver Spring,20901,175604,-76.99598163,38.99878119,10/25/22,,1,1,263,255,1.21,1.38,97,0.05,0.01,compliant,"(38.9988, -76.996)"
47208,"Chevy Chase Drive, 4810",4810 Chevy Chase Dr,Chevy Chase,20815,177020,-77.09516472,38.9767165,3/3/23,,3,1,3,0,0,0,0,0,0,TBD,"(38.9767, -77.0952)"
17963,FLOWER AVE,8615 FLOWER AVE,TAKOMA PARK,20912,175475,-77.00296262,38.99716678,10/11/22,,,0,4,3,2,1.33,1,0,0,compliant,"(38.9972, -77.003)"
17619,"Vassar Circle, 3",3 Vassar Cir,Glen Echo,20812,177577,-77.1439169,38.97072217,3/1/23,,3,1,1,0,0,0,0,0,0,TBD,"(38.9707, -77.1439)"
46079,Victory Terrace,9440 Newbridge Dr,Potomac,20854,176704,-77.19219409,39.01331293,1/12/23,,3,1,72,18,0.11,0.05,17,0,0,compliant,"(39.0133, -77.1922)"
17590,Apartments At Miramont,6040 California Cir,Rockville,20852,177008,-77.1251436,39.05646987,3/2/23,,3,1,299,78,0.7,1,46,0,0,compliant,"(39.0565, -77.1251)"
17597,"Schrider Street, 8209",8209 Schrider St,Silver Spring,20910,174513,-77.01401717,38.99263828,10/13/22,,3,1,4,4,0.25,2.25,1,0,0,at-risk,"(38.9926, -77.014)"
17422,The Willows,429 Diamond Ave W,Gaithersburg,20877,177433,-77.18747765,39.14149888,3/7/23,,3,1,195,0,0,0,0,0,0,TBD,"(39.1415, -77.1875)"
17970,"Hampden Lane, 4911",4911 Hampden Ln,Bethesda,20814,176720,-77.0969952,38.98289009,4/26/23,,3,1,6,6,1.83,0.72,2,0,0,compliant,"(38.9829, -77.097)"
142497,University Gardens I & II Apartments,440 UNIVERSITY BLVD E,SILVER SPRING,20901,178108,0,0,3/30/23,,,0,91,20,0.4,0.22,16,0,0,compliant,"(0.0, 0.0)"
116709,Vista at White Oak IV,11434 Lockwood Dr,Silver Spring,20904,174528,-76.98692204,39.0411793,9/13/22,,3,1,175,38,2.63,1.59,7,0.02,0.13,troubled,"(39.0412, -76.9869)"
78742,Victory Oaks At St. Camillus,721 Beacon Rd,Silver Spring,20903,175974,-76.98235812,39.00996865,10/27/22,,3,1,49,12,0.25,0.5,10,0,0,compliant,"(39.01, -76.9824)"
76069,Lasko Manor,4913 Hampden Ln,Bethesda,20814,176689,-77.09723444,38.98288989,3/2/23,,3,1,12,10,0.3,0,10,0,0,compliant,"(38.9829, -77.0972)"
142507,Takoma Place I,8503 FLOWER AVE,TAKOMA PARK,20912,177506,0,0,2/10/23,,,0,6,1,0,0,3,0,0,compliant,"(0.0, 0.0)"
